院校代码,学校名,所在地,城市,办学性质,学校类型,标签,科目,批次,人数,2022分数,2021分数,2020分数,2022最低位次,2021最低位次,2020最低位次
2711,山东大学(医护类),山东,济南,公立,综合,"双一流,985,211",文,本科一批,4,578,618,,2501,2834,
3699,中国农业大学(中外合作),北京,北京,公立,农林,"双一流,985,211",文,本科一批,2,578,623,582,2477,2177,4776
2015,湖南师范大学,湖南,长沙,公立,师范,"双一流,211,国家重点",文,本科一批,50,577,621,594,2570,2423,2679
2129,暨南大学(中外合作),广东,广州,公立,综合,"双一流,211,国家重点",理,本科一批,22,577,578,,21261,23825,
2143,江南大学,江苏,无锡,公立,综合,"双一流,211,中央部属",文,本科一批,28,577,620,597,2586,2562,2297
2455,南昌大学,江西,南昌,公立,综合,"双一流,211,国家重点",理,本科一批,119,577,593,614,21155,16917,15489
2512,南京信息工程大学,江苏,南京,公立,综合,"双一流,国家重点,保研资格",理,本科一批,128,577,579,604,21470,23313,20061
2979,首都师范大学,北京,北京,公立,师范,"双一流,省重点,保研资格",文,本科一批,8,577,620,597,2672,2562,2297
3319,西北农林科技大学,陕西,咸阳,公立,农林,"双一流,985,211",文,本科一批,13,577,621,594,2547,2423,2679
3321,西北政法大学,陕西,西安,公立,政法,"保研资格,卓越法律,双万计划",文,本科一批,32,577,618,591,2575,2834,3165
3339,西南交通大学,四川,成都,公立,理工,"双一流,211,国家重点",文,本科一批,12,577,621,595,2550,2423,2539
3352,厦门大学(马来西亚分校),,马来西亚,中外合作办学,综合,"985,211,强基计划",文,本科一批,3,577,615,,2595,3304,
3650,郑州大学,河南,郑州,公立,综合,"双一流,211,省重点",文,本科一批,51,577,621,594,2629,2423,2679
3684,中国地质大学(北京),北京,北京,公立,理工,"双一流,211,国家重点",理,本科一批,55,577,584,613,21213,20894,15921
1321,大连海事大学,辽宁,大连,公立,理工,"双一流,211,中央部属",理,本科一批,89,576,583,609,21871,21351,17735
2494,南京理工大学(中外合作),江苏,南京,公立,理工,"双一流,211,国家重点",理,本科一批,10,576,576,575,21714,24836,36595
2863,上海大学(中外合作),上海,上海,公立,综合,"双一流,211,省重点",理,本科一批,56,576,594,612,22016,16513,16370
2928,深圳大学,广东,深圳,公立,综合,"省重点,保研资格,双万计划",文,本科一批,29,576,619,596,2695,2699,2414
3241,武汉理工大学,湖北,武汉,公立,理工,"双一流,211,中央部属",文,本科一批,37,576,618,594,2682,2834,2679
3273,西安电子科技大学,陕西,西安,公立,理工,"双一流,211,国家重点",文,本科一批,6,576,,,2746,,
3685,中国地质大学(武汉),湖北,武汉,公立,理工,"双一流,211,国家重点",理,本科一批,153,576,598,616,21919,14928,14658
3687,中国海洋大学(中外合作),山东,青岛,公立,综合,"双一流,985,211",理,本科一批,24,576,576,593,21746,24836,25790
1090,北京林业大学,北京,北京,公立,农林,"双一流,211,国家重点",文,本科一批,8,575,618,598,2845,2834,2187
2015,湖南师范大学,湖南,长沙,公立,师范,"双一流,211,国家重点",理,本科一批,80,575,591,608,22190,17760,18179
2502,南京审计大学,江苏,南京,公立,财经,双万计划,文,本科一批,11,575,620,594,2842,2562,2679
2504,南京师范大学(中外合作),江苏,南京,公立,师范,"双一流,211,保研资格",理,本科一批,10,575,580,599,22262,22842,22551
3315,西北大学,陕西,西安,公立,综合,"双一流,211,省重点",文,本科一批,22,575,620,596,2881,2562,2414
3337,西南大学(中外合作),重庆,重庆,公立,综合,"双一流,211,国家重点",文,本科一批,5,575,616,592,2838,3138,2999
3711,中国药科大学(中外合作),江苏,南京,公立,医药,"双一流,211,中央部属",理,本科一批,17,575,582,601,22526,21836,21549
2047,华北电力大学,北京,北京,公立,理工,"双一流,211,国家重点",文,本科一批,11,574,623,597,2959,2177,2297
2063,华中农业大学,湖北,武汉,公立,农林,"双一流,211,国家重点",理,本科一批,126,574,581,606,22803,22330,19121
2455,南昌大学(中外合作),江西,南昌,公立,综合,"双一流,211,国家重点",理,本科一批,8,574,577,594,23074,24323,25235
3335,西南财经大学(中外合作),四川,成都,公立,财经,"双一流,211,国家重点",文,本科一批,3,574,612,,3091,3787,
3684,中国地质大学(北京),北京,北京,公立,理工,"双一流,211,国家重点",文,本科一批,2,574,620,593,3006,2562,2830
3685,中国地质大学(武汉)(计算机科学与技术),湖北,武汉,公立,理工,"双一流,211,国家重点",理,本科一批,5,574,575,588,22990,25347,28602
3693,中国矿业大学(北京),北京,北京,公立,理工,"双一流,211,国家重点",文,本科一批,10,574,619,593,3007,2699,2830
3711,中国药科大学,江苏,南京,公立,医药,"双一流,211,中央部属",文,本科一批,12,574,616,596,3077,3138,2414
1142,长安大学,陕西,西安,公立,理工,"双一流,211,国家重点",理,本科一批,173,573,587,612,23411,19495,16307
1321,大连海事大学,辽宁,大连,公立,理工,"双一流,211,中央部属",文,本科一批,14,573,617,591,3223,2987,3165
2978,首都经济贸易大学,北京,北京,公立,财经,"省重点,保研资格,双万计划",文,本科一批,4,573,616,591,3252,3138,3165
3599,浙江工业大学,浙江,杭州,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,61,573,575,600,23544,25347,22036
3705,中国石油大学(北京),北京,北京,公立,理工,"双一流,211,国家重点",文,本科一批,9,573,617,592,3209,2987,2999
1069,北京化工大学,北京,北京,公立,理工,"双一流,211,国家重点",文,本科一批,16,572,618,593,3357,2834,2830
1327,大连理工大学(盘锦校区)(中外合作),辽宁,盘锦,公立,理工,"985,211,国家重点",理,本科一批,18,572,573,593,24301,26473,25790
2063,华中农业大学,湖北,武汉,公立,农林,"双一流,211,国家重点",文,本科一批,21,572,618,592,3309,2834,2999
2866,上海电力大学(中外合作),上海,上海,公立,理工,"卓越工程师,双万计划",理,本科一批,13,572,575,595,24263,25347,24697
2978,首都经济贸易大学,北京,北京,公立,财经,"省重点,保研资格,双万计划",理,本科一批,14,572,587,612,23859,19495,16370
3083,太原理工大学,山西,太原,公立,理工,"双一流,211,国家重点",理,本科一批,128,572,581,604,23912,22330,20061
9001,安徽大学,安徽,合肥,公立,综合,"双一流,211,省重点",理,本科一批,4672,572,578,600,24293,23825,22036
1073,北京交通大学(威海校区),山东,威海,公立,理工,"211,国家重点,中央部属",理,本科一批,27,571,569,589,24537,28622,28005
1119,北京中医药大学,北京,北京,公立,医药,"双一流,211,国家重点",文,本科一批,4,571,624,600,3513,2071,1945
1808,河海大学(中外合作),江苏,南京,公立,理工,"双一流,211,国家重点",理,本科一批,7,571,561,517,24616,33227,81370
2499,南京农业大学,江苏,南京,公立,农林,"双一流,211,国家重点",文,本科一批,45,571,621,597,3498,2423,2297
2870,上海对外经贸大学,上海,上海,公立,财经,"保研资格,双万计划",理,本科一批,41,571,592,615,24736,17328,15089
3127,天津理工大学,天津,天津,公立,理工,"保研资格,卓越工程师,双万计划",理,本科一批,15,571,575,598,24756,25347,23097
3518,云南大学,云南,昆明,公立,综合,"双一流,211,国家重点",文,本科一批,12,571,618,592,3539,2834,2999
3683,中国传媒大学(中外合作),北京,北京,公立,艺术,"双一流,211,中央部属",理,本科一批,2,571,,,24319,,
1055,北京第二外国语学院,北京,北京,公立,语言,"省重点,双万计划",文,本科一批,8,570,612,590,3711,3787,3317
2339,辽宁大学,辽宁,沈阳,公立,综合,"双一流,211,保研资格",理,本科一批,49,570,574,599,25352,25921,22551
2455,南昌大学,江西,南昌,公立,综合,"双一流,211,国家重点",文,本科一批,38,570,611,585,3704,3943,4154
1117,北京语言大学,北京,北京,公立,语言,"国家重点,中央部属,保研资格",文,本科一批,16,569,611,565,3793,3943,9385
1365,东北电力大学,吉林,吉林,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,20,569,573,593,25727,26473,25790
2143,江南大学(中外合作),江苏,无锡,公立,综合,"双一流,211,中央部属",文,本科一批,3,569,613,595,3850,3596,2539
2519,南京中医药大学,江苏,南京,公立,医药,"双一流,省重点,保研资格",理,本科一批,41,569,571,592,25557,27521,26316
2866,上海电力大学,上海,上海,公立,理工,"卓越工程师,双万计划",理,本科一批,193,569,573,594,25780,26473,25235
1299,重庆邮电大学(软件工程),重庆,重庆,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,15,568,,,26224,,
1414,福州大学(中外合作),福建,福州,公立,理工,"双一流,211,省重点",理,本科一批,12,568,570,592,26440,28054,26316
1631,贵州大学,贵州,贵阳,公立,综合,"双一流,211,国家重点",理,本科一批,39,568,566,599,26574,30263,22551
1747,合肥工业大学,安徽,合肥,公立,理工,"双一流,211,国家重点",文,本科一批,44,568,609,584,4032,4300,4331
2502,南京审计大学(中外合作),江苏,南京,公立,财经,双万计划,文,本科一批,2,568,618,595,3930,2834,2539
2574,宁波大学,浙江,宁波,公立,综合,"双一流,省重点,保研资格",文,本科一批,10,568,612,585,3954,3787,4154
2870,上海对外经贸大学,上海,上海,公立,财经,"保研资格,双万计划",文,本科一批,23,568,618,597,3955,2834,2297
2890,上海理工大学,上海,上海,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,115,568,560,608,26579,33869,18179
3239,武汉科技大学,湖北,武汉,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,44,568,566,599,26250,30263,22551
3374,湘潭大学,湖南,湘潭,公立,综合,"双一流,国家重点,保研资格",理,本科一批,105,568,566,590,26264,30263,27439
3518,云南大学,云南,昆明,公立,综合,"双一流,211,国家重点",理,本科一批,25,568,584,612,26625,20894,16370
3692,中国矿业大学,江苏,徐州,公立,综合,"双一流,211,国家重点",文,本科一批,19,568,611,584,3928,3943,4331
1808,河海大学(河海里尔学院),江苏,南京,公立,理工,"双一流,211,国家重点",理,本科一批,8,567,565,598,26784,30826,22814
2574,宁波大学,浙江,宁波,公立,综合,"双一流,省重点,保研资格",理,本科一批,77,567,540,585,26837,47261,30386
3335,西南财经大学(中外合作),四川,成都,公立,财经,"双一流,211,国家重点",理,本科一批,9,567,587,,27100,19495,
3413,新疆医科大学,新疆,乌鲁木齐,公立,医药,"省重点,保研资格,卓越医生",理,本科一批,5,567,572,586,27018,26996,29794
3624,浙江师范大学,浙江,金华,公立,师范,"省重点,保研资格,双万计划",理,本科一批,29,567,569,587,26962,28622,29180
1109,北京协和医学院,北京,北京,公立,医药,"双一流,国家重点,中央部属",理,本科一批,10,566,569,592,27780,28622,26316
1119,北京中医药大学,北京,北京,公立,医药,"双一流,211,国家重点",理,本科一批,39,566,589,612,27814,18601,16370
1142,长安大学,陕西,西安,公立,理工,"双一流,211,国家重点",文,本科一批,13,566,610,584,4285,4121,4262
2499,南京农业大学,江苏,南京,公立,农林,"双一流,211,国家重点",理,本科一批,200,566,590,611,27593,18170,16825
2909,上海戏剧学院,上海,上海,公立,艺术,"国家重点,双万计划",文,本科一批,2,566,602,,4461,5788,
9001,安徽大学,安徽,合肥,公立,综合,"双一流,211,省重点",文,本科一批,1150,566,608,585,4447,4492,4154
1533,广西大学,广西,南宁,公立,综合,"双一流,211,省重点",理,本科一批,73,565,571,597,28132,27521,23641
1748,合肥工业大学(宣城校区),安徽,宣城,公立,综合,"211,国家重点,中央部属",文,本科一批,65,565,606,580,4653,4915,5225
2062,华中科技大学(护理类),湖北,武汉,公立,综合,"双一流,985,211",理,本科一批,10,565,534,,28252,51616,
2486,南京工业大学,江苏,南京,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,72,565,505,604,28173,74868,20061
2711,山东大学(医护类),山东,济南,公立,综合,"双一流,985,211",理,本科一批,6,565,570,582,28294,28054,32057
3116,天津工业大学,天津,天津,公立,理工,"双一流,省重点,保研资格",理,本科一批,149,565,564,596,28074,31405,24199
3337,西南大学(中外合作),重庆,重庆,公立,综合,"双一流,211,国家重点",理,本科一批,48,565,566,587,28431,30263,29180
3346,西南政法大学,重庆,重庆,公立,政法,"国家重点,保研资格,卓越法律",理,本科一批,53,565,606,618,27961,11934,13806
3441,徐州医科大学,江苏,徐州,公立,医药,"省重点,保研资格,卓越医生",理,本科一批,30,565,572,585,28244,26996,30386
1043,北方工业大学,北京,北京,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,36,564,568,589,29005,29170,28005
1117,北京语言大学,北京,北京,公立,语言,"国家重点,中央部属,保研资格",理,本科一批,21,564,573,601,29138,26473,21549
1363,东北大学(中外合作),辽宁,沈阳,公立,理工,"双一流,985,211",理,本科一批,21,564,565,572,28932,30826,38556
1585,广州大学,广东,广州,公立,综合,"保研资格,双万计划",理,本科一批,30,564,568,588,28959,29170,28602
1747,合肥工业大学(中外合作),安徽,合肥,公立,理工,"双一流,211,国家重点",理,本科一批,26,564,567,596,28733,29679,24199
2497,南京林业大学,江苏,南京,公立,农林,"双一流,省重点,保研资格",理,本科一批,242,564,566,593,28804,30263,25790
2502,南京审计大学,江苏,南京,公立,财经,双万计划,理,本科一批,31,564,587,614,28868,19495,15489
2517,南京邮电大学,江苏,南京,公立,理工,"双一流,省重点,保研资格",文,本科一批,29,564,605,584,4793,5114,4331
2695,三峡大学(中外合作),湖北,宜昌,公立,综合,"省重点,保研资格,卓越工程师",理,本科一批,2,564,568,579,28788,29170,34050
3293,西安理工大学,陕西,西安,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,67,564,569,588,29076,28622,28602
3313,西安邮电大学,陕西,西安,公立,理工,双万计划,理,本科一批,45,564,569,596,28775,28622,24199
3338,西南大学(荣昌校区),重庆,重庆,公立,综合,"211,国家重点,中央部属",文,本科一批,7,564,604,579,4884,5304,5476
1069,北京化工大学(中外合作),北京,北京,公立,理工,"双一流,211,国家重点",理,本科一批,16,563,563,585,29329,32023,30386
1299,重庆邮电大学,重庆,重庆,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,82,563,555,600,29453,36978,22036
1687,哈尔滨工程大学,黑龙江,哈尔滨,公立,理工,"双一流,211,国家重点",文,本科一批,12,563,605,581,4901,5114,4985
1687,哈尔滨工程大学(中外合作),黑龙江,哈尔滨,公立,理工,"双一流,211,国家重点",理,本科一批,12,563,561,563,29577,33227,44689
2046,华北电力大学(保定),河北,保定,公立,理工,"211,国家重点,中央部属",文,本科一批,15,563,604,578,4976,5304,5731
